-1.0144532,-1.2728516,10.005762
-1.0144532,-1.2728516,10.005762
-1.0144532,-1.2728516,10.005762
-1.0766602,-1.2297852,10.125391
-1.0766602,-1.2297852,10.125391
-1.0766602,-1.2297852,10.125391
-1.0766602,-1.2297852,10.125391
-1.0335938,-1.1819336,10.139747
-1.0335938,-1.1819336,10.139747
-1.0335938,-1.1819336,10.139747
-1.0335938,-1.1819336,10.139747
-1.0670899,-1.1053711,10.321582
-1.0670899,-1.1053711,10.321582
-1.0670899,-1.1053711,10.321582
-1.0670899,-1.1053711,10.321582
-1.1580079,-0.7991211,10.603907
-1.1580079,-0.7991211,10.603907
-1.1580079,-0.7991211,10.603907
-1.1580079,-0.7991211,10.603907
-1.0958008,-0.7799805,10.556055
-1.0958008,-0.7799805,10.556055
-1.0958008,-0.7799805,10.556055
-1.0958008,-0.7799805,10.556055
-1.1915039,-0.71777344,10.144531
-1.1915039,-0.71777344,10.144531
-1.1915039,-0.71777344,10.144531
-1.1915039,-0.71777344,10.144531
-1.2058594,-0.91396487,9.733008
-1.2058594,-0.91396487,9.733008
-1.2058594,-0.91396487,9.733008
-1.2058594,-0.91396487,9.733008
-1.225,-0.856543,9.15879
-1.225,-0.856543,9.15879
-1.225,-0.856543,9.15879
-1.225,-0.856543,9.15879
-1.2919922,-0.9666016,8.474512
-1.2919922,-0.9666016,8.474512
-1.2919922,-0.9666016,8.474512
-1.2919922,-0.9666016,8.474512
-1.1484375,-1.1962891,7.6083984
-1.1484375,-1.1962891,7.6083984
-1.1484375,-1.1962891,7.6083984
-1.1484375,-1.1962891,7.6083984
-1.1580079,-1.0431641,6.7231445
-1.1580079,-1.0431641,6.7231445
-1.1580079,-1.0431641,6.7231445
-1.1580079,-1.0431641,6.7231445
-1.0670899,-0.55507815,5.7996097
-1.0670899,-0.55507815,5.7996097
-1.0670899,-0.55507815,5.7996097
-0.8948242,-0.2631836,4.6463866
-0.8948242,-0.2631836,4.6463866
-0.8948242,-0.2631836,4.6463866
-0.8948242,-0.2631836,4.6463866
-0.9761719,-0.23925781,2.4117188
-0.9761719,-0.23925781,2.4117188
-0.9761719,-0.23925781,2.4117188
-0.9761719,-0.23925781,2.4117188
-0.9666016,-0.83740234,-0.24404298
-0.9666016,-0.83740234,-0.24404298
-0.9666016,-0.83740234,-0.24404298
-0.9666016,-0.83740234,-0.24404298
-1.1771485,-1.5934571,-2.2681642
-1.1771485,-1.5934571,-2.2681642
-1.1771485,-1.5934571,-2.2681642
-1.1771485,-1.5934571,-2.2681642
-1.0910157,-2.1341798,-3.1725585
-1.0910157,-2.1341798,-3.1725585
-1.0910157,-2.1341798,-3.1725585
-1.0910157,-2.1341798,-3.1725585
0.24404298,-2.9811523,0.071777344
0.24404298,-2.9811523,0.071777344
0.24404298,-2.9811523,0.071777344
0.24404298,-2.9811523,0.071777344
2.229883,-3.8089845,6.8332033
2.229883,-3.8089845,6.8332033
2.229883,-3.8089845,6.8332033
2.229883,-3.8089845,6.8332033
4.124805,-4.4501953,13.843457
4.124805,-4.4501953,13.843457
4.124805,-4.4501953,13.843457
4.124805,-4.4501953,13.843457
4.866504,-3.1151369,20.025879
4.866504,-3.1151369,20.025879
4.866504,-3.1151369,20.025879
4.866504,-3.1151369,20.025879
5.794824,-1.0000976,27.136621
5.794824,-1.0000976,27.136621
5.794824,-1.0000976,27.136621
5.794824,-1.0000976,27.136621
6.215918,3.0481446,34.936428
6.215918,3.0481446,34.936428
6.215918,3.0481446,34.936428
6.215918,3.0481446,34.936428
5.2875977,7.2638674,37.687893
5.2875977,7.2638674,37.687893
5.2875977,7.2638674,37.687893
5.2875977,7.2638674,37.687893
3.7419922,9.761719,31.180079
3.7419922,9.761719,31.180079
3.7419922,9.761719,31.180079
3.7419922,9.761719,31.180079
2.9285157,11.264258,22.882618
2.9285157,11.264258,22.882618
2.9285157,11.264258,22.882618
2.9285157,11.264258,22.882618
3.7276368,10.565625,13.76211
3.7276368,10.565625,13.76211
3.7276368,10.565625,13.76211
3.7276368,10.565625,13.76211
4.833008,8.134766,5.790039
4.833008,8.134766,5.790039
4.833008,8.134766,5.790039
4.833008,8.134766,5.790039
4.8186526,6.2302737,-1.5408204
4.8186526,6.2302737,-1.5408204
4.8186526,6.2302737,-1.5408204
4.8186526,6.2302737,-1.5408204
5.230176,2.694043,-7.311719
5.230176,2.694043,-7.311719
5.230176,2.694043,-7.311719
5.230176,2.694043,-7.311719
4.565039,-1.0048828,-10.388575
4.565039,-1.0048828,-10.388575
4.565039,-1.0048828,-10.388575
4.565039,-1.0048828,-10.388575
2.8519533,-4.8425784,-12.197364
2.8519533,-4.8425784,-12.197364
2.8519533,-4.8425784,-12.197364
2.8519533,-4.8425784,-12.197364
1.2489258,-8.632422,-14.790918
1.2489258,-8.632422,-14.790918
1.2489258,-8.632422,-14.790918
1.2489258,-8.632422,-14.790918
1.5934571,-12.70459,-15.365137
1.5934571,-12.70459,-15.365137
1.5934571,-12.70459,-15.365137
1.5934571,-12.70459,-15.365137
5.2158203,-16.700195,-10.71875
5.2158203,-16.700195,-10.71875
5.2158203,-16.700195,-10.71875
5.2158203,-16.700195,-10.71875
8.350098,-18.992285,-4.7899413
8.350098,-18.992285,-4.7899413
8.350098,-18.992285,-4.7899413
8.350098,-18.992285,-4.7899413
10.790527,-20.293848,0.35410157
10.790527,-20.293848,0.35410157
10.790527,-20.293848,0.35410157
10.790527,-20.293848,0.35410157
12.072949,-18.714746,7.407422
12.072949,-18.714746,7.407422
12.072949,-18.714746,7.407422
12.072949,-18.714746,7.407422
14.168848,-15.0588875,17.843847
14.168848,-15.0588875,17.843847
14.168848,-15.0588875,17.843847
14.168848,-15.0588875,17.843847
15.1880865,-9.838282,25.658009
15.1880865,-9.838282,25.658009
15.1880865,-9.838282,25.658009
15.1880865,-9.838282,25.658009
14.063575,-1.9714844,33.199413
14.063575,-1.9714844,33.199413
14.063575,-1.9714844,33.199413
14.063575,-1.9714844,33.199413
13.431933,2.880664,36.467678
13.431933,2.880664,36.467678
13.431933,2.880664,36.467678
13.431933,2.880664,36.467678
11.2738285,6.2733397,33.247265
11.2738285,6.2733397,33.247265
11.2738285,6.2733397,33.247265
11.2738285,6.2733397,33.247265
7.948145,9.33584,27.198828
7.948145,9.33584,27.198828
7.948145,9.33584,27.198828
7.948145,9.33584,27.198828
6.125,9.933985,20.389551
6.125,9.933985,20.389551
6.125,9.933985,20.389551
6.125,9.933985,20.389551
5.3737307,8.436231,12.929492
5.3737307,8.436231,12.929492
5.3737307,8.436231,12.929492
5.3737307,8.436231,12.929492
4.8186526,7.091602,6.976758
4.8186526,7.091602,6.976758
4.8186526,7.091602,6.976758
4.8186526,7.091602,6.976758
5.010059,4.718164,3.0720704
5.010059,4.718164,3.0720704
5.010059,4.718164,3.0720704
5.010059,4.718164,3.0720704
5.4885745,4.153516,1.713086
5.4885745,4.153516,1.713086
5.4885745,4.153516,1.713086
5.4885745,4.153516,1.713086
5.36416,4.5458984,1.8853517
5.36416,4.5458984,1.8853517
5.36416,4.5458984,1.8853517
5.36416,4.5458984,1.8853517
3.8472657,6.0819335,3.1390626
3.8472657,6.0819335,3.1390626
3.8472657,6.0819335,3.1390626
3.8472657,6.0819335,3.1390626
1.1771485,9.163574,5.904883
1.1771485,9.163574,5.904883
1.1771485,9.163574,5.904883
1.1771485,9.163574,5.904883
-2.6461914,14.321973,9.862207
-2.6461914,14.321973,9.862207
-2.6461914,14.321973,9.862207
-2.6461914,14.321973,9.862207
-6.3738284,18.700392,13.278809
-6.3738284,18.700392,13.278809
-6.3738284,18.700392,13.278809
-6.3738284,18.700392,13.278809
-8.196973,19.499512,11.977246
-8.196973,19.499512,11.977246
-8.196973,19.499512,11.977246
-8.196973,19.499512,11.977246
-2.6174805,13.116114,6.7135744
-2.6174805,13.116114,6.7135744
-2.6174805,13.116114,6.7135744
-2.6174805,13.116114,6.7135744
5.268457,1.8997071,2.6126955
5.268457,1.8997071,2.6126955
5.268457,1.8997071,2.6126955
5.268457,1.8997071,2.6126955
11.1876955,-9.64209,-0.44501954
11.1876955,-9.64209,-0.44501954
11.1876955,-9.64209,-0.44501954
11.1876955,-9.64209,-0.44501954
17.88213,-20.96377,-0.8756836
17.88213,-20.96377,-0.8756836
17.88213,-20.96377,-0.8756836
17.88213,-20.96377,-0.8756836
20.269922,-28.9167,2.1485353
20.269922,-28.9167,2.1485353
20.269922,-28.9167,2.1485353
20.269922,-28.9167,2.1485353
11.589648,-24.150684,1.9858398
11.589648,-24.150684,1.9858398
